,bodyId,type,roi,x,y,z,confidence,linksTo
62,5813087532,post,PB,19169,11117,17512,0.48979047,5309
63,5813087532,post,PB,19118,11167,17497,0.659789,5310
64,5813087532,post,PB,19257,11893,17836,0.48744872,5311
65,5813087532,post,PB,19318,11460,17458,0.845204,5312
66,5813087532,post,PB,19268,11346,17571,0.658861,5313
67,5813087532,post,PB,19311,11536,17656,0.97825,5314
68,5813087532,post,PB,19438,11624,17641,0.4849032,5315
69,5813087532,post,PB,19187,11433,17617,0.48174697,5316
70,5813087532,post,PB,18603,12334,18170,0.874393,5317
71,5813087532,post,PB,18757,12272,17995,0.867454,5318
72,5813087532,post,PB,18671,11997,18015,0.475221,5319
73,5813087532,post,PB,18844,12152,18190,0.876935,5320
74,5813087532,post,PB,18824,12209,18129,0.923872,5321
75,5813087532,pre,PB,18902,11139,17541,0.864,5322
76,5813087532,post,PB,19031,11196,16379,0.338216,5323
77,5813087532,post,PB,18937,11143,16322,0.473327,5324
78,5813087532,post,PB,19041,11183,16382,0.669221,5325
79,5813087532,post,PB,19393,11276,16313,0.97137,5326
80,5813087532,post,PB,19423,11159,16418,0.960257,5327
81,5813087532,post,PB,19174,11375,16051,0.829746,5328
82,5813087532,pre,PB,19186,11095,16936,0.964,5329
83,5813087532,post,PB,19208,11504,17053,0.407,5330
84,5813087532,pre,PB,19572,11440,17810,0.923,5331
85,5813087532,pre,PB,19089,11199,17036,0.957,5332
86,5813087532,pre,PB,19150,11166,17025,0.922,5333
87,5813087532,pre,PB,19235,11228,17400,0.864,5334
88,5813087532,post,PB,18631,11468,18287,0.938044,5335
89,5813087532,post,PB,18853,10976,17925,0.630034,5336
90,5813087532,post,PB,19076,11195,18316,0.741384,5337
91,5813087532,post,PB,18928,11182,17960,0.41408,5338
92,5813087532,post,PB,19042,11616,17832,0.651779,5339
93,5813087532,post,PB,18865,11105,17994,0.766384,5340
94,5813087532,post,PB,19049,11446,18181,0.759,5341
95,5813087532,post,PB,19331,11294,17876,0.47339594,5342
96,5813087532,post,PB,19314,11259,17785,0.828559,5343
97,5813087532,post,PB,18907,11378,18101,0.738037,5344
98,5813087532,post,PB,19343,11094,17597,0.827759,5345
99,5813087532,post,PB,19638,11226,17632,0.586348,5346
100,5813087532,post,PB,18854,11333,18170,0.30492,5347
101,5813087532,post,PB,18878,10792,17902,0.975,5348
102,5813087532,post,PB,18846,10750,17948,0.876987,5349
103,5813087532,post,PB,18843,10995,17598,0.503102,5350
104,5813087532,post,PB,18923,11248,18192,0.835,5351
105,5813087532,pre,PB,18801,11877,17839,0.954,5352
106,5813087532,pre,PB,18837,11247,18118,0.909,5353
107,5813087532,post,PB,18747,11314,17812,0.599456,5354
108,5813087532,post,PB,18738,11211,17609,0.899262,5355
109,5813087532,post,PB,18841,11736,17688,0.912973,5356
110,5813087532,post,PB,18587,11238,17905,0.47789064,5357
111,5813087532,post,PB,18623,11062,17781,0.47931358,5358
112,5813087532,post,PB,18913,10898,18154,0.914,5359
113,5813087532,post,PB,18845,11334,17587,0.72493,5360
114,5813087532,post,PB,18871,11446,17853,0.47682017,5361
115,5813087532,post,PB,18642,11589,17577,0.979362,5362
116,5813087532,post,PB,19648,11691,18073,0.829169,5363
117,5813087532,post,PB,19559,11789,18402,0.64,5364
118,5813087532,post,PB,19605,11728,18286,0.447351,5365
119,5813087532,post,PB,19699,11574,18180,0.837631,5366
120,5813087532,post,PB,19563,11655,18638,0.617211,5367
121,5813087532,post,PB,19560,11752,18404,0.843,5368
122,5813087532,post,PB,19762,11641,17969,0.327,5369
123,5813087532,post,PB,18686,11663,17923,0.97126,5370
124,5813087532,post,PB,18691,11714,17910,0.544256,5371
125,5813087532,post,PB,18572,11713,17687,0.411151,5372
126,5813087532,post,PB,19227,11970,17899,0.630721,5373
127,5813087532,post,PB,19017,11206,17085,0.672821,5374
128,5813087532,post,PB,19002,11222,17145,0.716049,5375
129,5813087532,post,PB,18621,11729,17770,0.872926,5376
130,5813087532,post,PB,18782,11189,17773,0.4513163,5377
131,5813087532,post,PB,19602,11660,18431,0.46150568,5378
132,5813087532,post,PB,19322,12103,18291,0.4563887,5379
133,5813087532,post,IB,21790,13334,18681,0.869505,5380
134,5813087532,post,IB,21885,13426,18521,0.615984,5381
135,5813087532,post,IB,22956,10714,21762,0.704805,5382
136,5813087532,post,IB,22094,10767,21405,0.46339083,5383
137,5813087532,post,IB,21054,11821,20211,0.77,5384
138,5813087532,post,IB,22120,10715,21436,0.361,5385
139,5813087532,post,IB,21091,12173,19729,0.575027,5386
140,5813087532,post,IB,21038,12187,19757,0.49061668,5387
141,5813087532,post,IB,25032,11653,23648,0.678096,5388
142,5813087532,post,IB,21881,11795,20572,0.796926,5389
143,5813087532,post,IB,21668,13294,18675,0.882473,5390
144,5813087532,post,IB,21881,12838,18792,0.992218,5391
145,5813087532,post,IB,22589,11694,19964,0.987113,5392
146,5813087532,post,SPS(R),19215,10625,22258,0.4670143,5393
147,5813087532,post,IB,23001,11802,19946,0.46000814,5394
148,5813087532,post,IB,21978,11790,20602,0.936067,5395
149,5813087532,post,IB,21727,13371,18564,0.592326,5396
150,5813087532,post,IB,22184,11721,20706,0.78555,5397
151,5813087532,post,IB,21508,13952,18335,0.996027,5398
152,5813087532,post,SPS(R),18838,10480,22116,0.413465,5399
153,5813087532,post,SPS(R),18901,10449,22152,0.675444,5400
154,5813087532,post,IB,21856,13615,18344,0.45853263,5401
155,5813087532,post,IB,21805,13630,18372,0.749536,5402
156,5813087532,post,IB,21755,13760,18352,0.426717,5403
157,5813087532,post,IB,21718,13760,18355,0.863967,5404
158,5813087532,post,IB,22411,11649,20157,0.466009,5405
159,5813087532,post,IB,22283,11736,20118,0.84472,5406
160,5813087532,post,IB,22381,11560,20439,0.923638,5407
161,5813087532,post,SPS(R),25167,12017,24337,0.988189,5408
162,5813087532,post,IB,22021,13316,18679,0.629007,5409
163,5813087532,post,,21891,11104,20260,0.993713,5410
164,5813087532,post,IB,21666,11536,20651,0.769082,5411
165,5813087532,post,SPS(R),20062,10645,22097,0.545721,5412
166,5813087532,post,SPS(R),24397,11449,24465,0.797747,5413
167,5813087532,post,ICL(R),19232,13400,17896,0.839867,5414
168,5813087532,post,SPS(R),25329,11671,24253,0.943169,5415
169,5813087532,post,PB,19313,11375,17367,0.900426,5416
170,5813087532,post,PB,19320,11414,16894,0.75549,5417
171,5813087532,post,PB,19291,11366,16869,0.955978,5418
172,5813087532,post,PB,19214,11268,16868,0.637927,5419
173,5813087532,post,PB,19427,11186,16853,0.827341,5420
174,5813087532,post,PB,19128,11163,16849,0.663954,5421
175,5813087532,post,PB,19622,11277,16695,0.966806,5422
176,5813087532,post,PB,19341,11425,17135,0.611701,5423
177,5813087532,post,PB,18725,12394,18118,0.570792,5424
178,5813087532,post,PB,18936,11040,16314,0.393333,5425
179,5813087532,post,PB,18705,12250,17995,0.68887,5426
180,5813087532,post,PB,19325,11300,16959,0.97127,5427
181,5813087532,post,PB,19326,11254,16932,0.4774103,5428
182,5813087532,post,PB,18985,11012,16422,0.711852,5429
183,5813087532,pre,PB,19143,11113,16946,0.905,5430
184,5813087532,pre,PB,19271,11288,16962,0.964,5431
185,5813087532,post,PB,19768,11645,18471,0.99036,5432
186,5813087532,post,PB,18772,12171,18607,0.46141526,5433
187,5813087532,post,PB,18733,12400,18426,0.958928,5434
188,5813087532,post,PB,18670,12312,18513,0.98821,5435
189,5813087532,post,PB,18658,12271,18619,0.47794005,5436
190,5813087532,post,SPS(R),15354,11021,24896,0.781,5437
191,5813087532,post,IB,23461,11405,22958,0.841594,5438
192,5813087532,post,IB,23516,11975,19740,0.986654,5439
193,5813087532,pre,PB,19349,11112,16411,0.939,5440
194,5813087532,pre,PB,19298,11131,16307,0.83,5441
195,5813087532,pre,PB,18997,11159,17486,0.983,5442
196,5813087532,post,IB,21347,12140,19755,0.362205,5443
197,5813087532,post,IB,21743,11561,20821,0.652308,5444
198,5813087532,post,SPS(R),15692,11419,25163,0.46999955,5445
199,5813087532,post,IB,22087,11834,19937,0.896315,5446
200,5813087532,post,IB,23563,11312,23207,0.996,5447
201,5813087532,post,ICL(R),19021,13496,17748,0.45626307,5448
202,5813087532,post,IB,21855,11810,20505,0.471842,5449
203,5813087532,post,IB,21950,11801,20601,0.855773,5450
204,5813087532,post,IB,21093,13127,18666,0.908,5451
205,5813087532,post,IB,20919,13186,18636,0.832778,5452
206,5813087532,post,IB,20781,13325,18496,0.4526126,5453
207,5813087532,post,IB,21890,11795,20584,0.707092,5454
208,5813087532,post,IB,20761,13326,18467,0.746,5455
209,5813087532,post,IB,20948,13245,18541,0.972,5456
210,5813087532,post,IB,22016,11779,20627,0.4544807,5457
211,5813087532,post,IB,23447,11401,22951,0.63032,5458
212,5813087532,post,IB,22522,12061,19325,0.48998573,5459
213,5813087532,post,IB,22434,12114,19320,0.4875067,5460
214,5813087532,post,SPS(R),16345,12167,25912,0.519468,5461
215,5813087532,pre,SPS(R),18349,10459,22271,0.63,5462
216,5813087532,post,SPS(R),17898,10425,22593,0.45893323,5463
217,5813087532,post,IB,22425,11072,21564,0.45777684,5464
218,5813087532,post,SPS(R),19975,10182,21947,0.68361,5465
219,5813087532,pre,PB,19513,11238,17766,0.97,5466
220,5813087532,pre,PB,19360,11377,17860,0.85,5467
221,5813087532,pre,PB,19380,11336,17905,0.83,5468
222,5813087532,pre,PB,19479,11503,17688,0.921,5469
223,5813087532,pre,PB,19188,11239,17551,0.957,5470
224,5813087532,pre,PB,19164,11327,17540,0.952,5471
225,5813087532,pre,PB,18830,11033,17941,0.827,5472
226,5813087532,post,SPS(R),16223,12560,26131,0.960772,5473
227,5813087532,post,SPS(R),16181,12431,25971,0.8757,5474
228,5813087532,post,SPS(R),16295,12414,25973,0.847964,5475
229,5813087532,pre,PB,19454,11506,17801,0.749,5476
230,5813087532,pre,PB,19550,11712,18460,0.81,5477
231,5813087532,pre,PB,19069,11956,17948,0.91,5478
232,5813087532,pre,PB,19556,11438,17693,0.962,5479
233,5813087532,pre,PB,19629,11537,18163,0.753,5480
234,5813087532,pre,PB,18672,11791,17892,0.883,5481
235,5813087532,pre,PB,19199,11922,17914,0.909,5482
236,5813087532,pre,PB,19541,11494,17687,0.764,5483
237,5813087532,pre,PB,19448,11463,17687,0.856,5484
238,5813087532,pre,PB,18885,11172,17933,0.934,5485
239,5813087532,pre,PB,18981,11250,17579,0.933,5486
240,5813087532,pre,PB,19425,11324,17632,0.909,5487
241,5813087532,pre,PB,19360,11065,17074,0.986,5488
242,5813087532,pre,PB,19108,11288,17558,0.908,5489
243,5813087532,pre,PB,19388,11092,17049,0.938,5490
244,5813087532,pre,PB,19401,11115,16933,0.96,5491
245,5813087532,post,PB,19618,11541,18139,0.640994,5492
246,5813087532,post,PB,18953,12224,18261,0.46240306,5493
247,5813087532,pre,PB,19228,11179,17005,0.966,5494
248,5813087532,pre,PB,19073,11033,16427,0.986,5495
249,5813087532,pre,PB,19094,11114,16395,0.909,5496
250,5813087532,pre,PB,19199,11147,16313,0.839,5497
251,5813087532,pre,PB,19203,11236,16926,0.973,5498
252,5813087532,pre,PB,18977,11073,16356,0.907,5499
253,5813087532,pre,PB,19251,11242,16992,0.614,5500
254,5813087532,post,IB,21987,11994,19915,0.550286,5501
255,5813087532,post,IB,22038,11917,19947,0.604781,5502
256,5813087532,post,IB,22002,11941,19941,0.47312725,5503
257,5813087532,post,SPS(R),19390,10751,21771,0.973754,5504
258,5813087532,post,SPS(R),16705,12913,26297,0.663823,5505
259,5813087532,post,SPS(R),19421,10886,21792,0.51673,5506
260,5813087532,post,IB,21785,13310,18684,0.658474,5507
261,5813087532,post,SPS(R),19439,10607,21857,0.777,5508
262,5813087532,post,IB,21221,13012,18794,0.995731,5509
263,5813087532,post,IB,19492,13582,17773,0.48179,5510
264,5813087532,post,SPS(R),16299,11507,24940,0.575383,5511
265,5813087532,post,IB,19535,13624,17686,0.664508,5512
266,5813087532,post,ICL(R),19471,13594,17700,0.929644,5513
267,5813087532,post,SPS(R),17179,13115,26126,0.944932,5514
268,5813087532,post,SPS(R),15315,11005,25038,0.4721836,5515
269,5813087532,post,IB,21476,11726,20367,0.921604,5516
270,5813087532,post,SPS(R),19783,10349,22086,0.853505,5517
271,5813087532,post,SPS(R),20068,10535,21955,0.46333033,5518
272,5813087532,post,SPS(R),20045,10547,21893,0.4531679,5519
273,5813087532,post,SPS(R),20003,10534,21985,0.419073,5520
274,5813087532,post,SPS(R),16760,12874,26456,0.602448,5521
275,5813087532,post,SPS(R),17425,13173,26380,0.668229,5522
276,5813087532,post,SPS(R),17447,13212,26535,0.7345,5523
277,5813087532,post,SPS(R),16982,13034,26336,0.992543,5524
278,5813087532,post,SPS(R),16080,12867,26424,0.905076,5525
279,5813087532,post,SPS(R),17906,12236,26766,0.989182,5526
280,5813087532,post,SPS(R),17974,12167,26615,0.954977,5527
281,5813087532,post,SPS(R),17578,10708,23064,0.881067,5528
282,5813087532,post,SPS(R),19220,10509,21866,0.884628,5529
283,5813087532,post,SPS(R),16289,11280,24783,0.45186144,5530
284,5813087532,post,SPS(R),18698,10470,22436,0.685233,5531
285,5813087532,post,SPS(R),19364,10534,21889,0.932238,5532
286,5813087532,post,SPS(R),17494,13532,25362,0.951,5533
287,5813087532,post,SPS(R),17044,13150,26130,0.736864,5534
288,5813087532,post,SPS(R),16873,13221,26762,0.977101,5535
289,5813087532,post,SPS(R),16821,13296,26888,0.4806739,5536
290,5813087532,post,SPS(R),16856,13252,26817,0.992983,5537
291,5813087532,post,SPS(R),20294,10642,22025,0.88602,5538
292,5813087532,post,SPS(R),20286,10631,21931,0.52512,5539
293,5813087532,post,IB,21718,11682,20351,0.960008,5540
294,5813087532,post,SPS(R),15382,11094,24911,0.683,5541
295,5813087532,post,SPS(R),16613,10955,24240,0.645386,5542
296,5813087532,post,SPS(R),16527,10906,24171,0.652489,5543
297,5813087532,post,SPS(R),16339,12831,26347,0.937274,5544
298,5813087532,post,SPS(R),25135,11907,24252,0.927042,5545
299,5813087532,post,IB,23890,10970,22034,0.868929,5546
300,5813087532,post,SPS(R),24946,11727,24060,0.928313,5547
301,5813087532,post,SPS(R),25314,12109,24502,0.958919,5548
302,5813087532,post,IB,23850,10972,21993,0.473243,5549
303,5813087532,post,IB,24980,11688,23917,0.810204,5550
304,5813087532,post,SPS(R),25188,11819,24167,0.99774,5551
305,5813087532,post,PLP(R),16803,13527,25674,0.46151692,5552
306,5813087532,post,PLP(R),16850,13517,25579,0.4741361,5553
307,5813087532,post,SPS(R),18140,10391,22430,0.881,5554
308,5813087532,post,SPS(R),16546,10872,23709,0.656,5555
309,5813087532,post,SPS(R),16519,10743,23699,0.787566,5556
310,5813087532,post,SPS(R),16430,10671,23535,0.48512346,5557
311,5813087532,post,SPS(R),15414,10845,24989,0.46767977,5558
312,5813087532,pre,PB,19276,11069,17049,0.989,5559
313,5813087532,pre,PB,18735,11889,18053,0.946,5560
314,5813087532,pre,PB,18865,11191,18073,0.985,5561
315,5813087532,pre,PB,18828,11065,18019,0.918,5562
316,5813087532,post,IB,25058,11705,23161,0.867237,5563
317,5813087532,post,SPS(R),16145,12991,26506,0.942311,5564
318,5813087532,post,SPS(R),16099,12913,26439,0.9913,5565
319,5813087532,post,SPS(R),19380,10442,21859,0.921608,5566
320,5813087532,post,SPS(R),19548,10522,21861,0.6151,5567
321,5813087532,post,SPS(R),19469,10423,21864,0.441,5568
322,5813087532,post,SPS(R),16681,10690,23419,0.884348,5569
323,5813087532,post,IB,23023,11023,21964,0.48237282,5570
324,5813087532,post,SPS(R),19800,10638,21639,0.620572,5571
325,5813087532,post,IB,23671,11143,23148,0.4796841,5572
326,5813087532,post,SPS(R),19761,10508,21656,0.990604,5573
327,5813087532,post,IB,22949,10986,21950,0.4790029,5574
328,5813087532,post,SPS(R),19607,10423,21706,0.974,5575
329,5813087532,post,SPS(R),19661,10424,21704,0.953545,5576
330,5813087532,post,,21850,11293,19994,0.46486706,5577
331,5813087532,post,SPS(R),19014,10414,22205,0.78215,5578
332,5813087532,post,SPS(R),15924,10582,23240,0.4625051,5579
333,5813087532,post,,21796,11269,20008,0.536312,5580
334,5813087532,post,SPS(R),16623,10592,23250,0.323,5581
335,5813087532,post,SPS(R),18877,10467,22166,0.800077,5582
336,5813087532,post,SPS(R),18793,10487,22220,0.46928525,5583
337,5813087532,post,IB,21758,12100,19432,0.901627,5584
338,5813087532,post,IB,21316,12308,19432,0.885393,5585
339,5813087532,post,IB,22580,12162,19361,0.972425,5586
340,5813087532,post,IB,22096,11991,19431,0.988026,5587
341,5813087532,pre,PB,18670,12132,18230,0.845,5588
342,5813087532,pre,PB,19444,11556,18076,0.902,5589
343,5813087532,pre,PB,18833,11929,18040,0.824,5590
344,5813087532,pre,PB,19156,11986,18027,0.932,5591
345,5813087532,pre,PB,19057,11874,17848,0.974,5592
346,5813087532,pre,PB,19180,12011,17959,0.925,5593
347,5813087532,pre,PB,18801,11927,17936,0.922,5594
348,5813087532,pre,PB,19194,11854,17943,0.914,5595
349,5813087532,pre,PB,18568,11860,17768,0.955,5596
350,5813087532,pre,PB,18788,12345,18282,0.887,5597
351,5813087532,pre,PB,18807,11199,18045,0.685,5598
352,5813087532,pre,PB,19248,11494,17665,0.904,5599
353,5813087532,pre,PB,18861,11998,18173,0.923,5600
354,5813087532,pre,PB,18893,11305,18153,0.93,5601
355,5813087532,pre,PB,19168,11102,16384,0.916,5602
356,5813087532,pre,PB,18967,11088,16261,0.855,5603
357,5813087532,pre,PB,19446,11172,16563,0.89,5604
358,5813087532,pre,PB,19445,11113,16639,0.896,5605
359,5813087532,pre,PB,19398,11120,16500,0.925,5606
360,5813087532,pre,PB,19425,11151,16691,0.973,5607
361,5813087532,pre,PB,19329,11261,16999,0.988,5608
362,5813087532,pre,PB,19335,11188,16310,0.833,5609
363,5813087532,post,IB,23913,10992,21936,0.842574,5610
364,5813087532,post,IB,23154,11148,22063,0.927617,5611
365,5813087532,post,SPS(R),18706,10432,22545,0.767834,5612
366,5813087532,post,IB,22770,11359,22447,0.693,5613
367,5813087532,post,SPS(R),19955,10624,21688,0.46431434,5614
368,5813087532,post,SPS(R),17786,12845,26873,0.45439094,5615
369,5813087532,post,SPS(R),17781,10675,23016,0.4710093,5616
370,5813087532,post,IB,21229,10885,21290,0.977209,5617
371,5813087532,post,IB,23025,10734,21863,0.47474027,5618
372,5813087532,post,IB,21671,11545,20312,0.465212,5619
373,5813087532,post,IB,21387,10975,21204,0.827127,5620
374,5813087532,post,IB,21650,11797,19972,0.907308,5621
375,5813087532,post,IB,21320,12125,19743,0.966,5622
376,5813087532,post,SPS(R),16960,12909,26149,0.768528,5623
377,5813087532,post,SPS(R),16956,12873,26118,0.937239,5624
378,5813087532,post,SPS(R),16848,13514,26690,0.547808,5625
379,5813087532,post,SPS(R),16665,10689,23300,0.51618,5626
380,5813087532,post,SPS(R),16726,10475,23170,0.954,5627
381,5813087532,post,IB,21503,10946,20839,0.886,5628
382,5813087532,post,IB,20608,13475,18190,0.695802,5629
383,5813087532,post,SPS(R),17131,13620,24751,0.46142268,5630
384,5813087532,post,SPS(R),17180,13789,24800,0.990432,5631
385,5813087532,post,IB,21385,14187,18366,0.695547,5632
386,5813087532,post,IB,21448,14030,18375,0.47894263,5633
387,5813087532,post,IB,20081,11071,21470,0.615646,5634
388,5813087532,post,SPS(R),19934,10574,22078,0.533535,5635
389,5813087532,post,IB,23037,10901,22024,0.76512,5636
390,5813087532,post,SPS(R),19960,10535,22013,0.706526,5637
391,5813087532,post,IB,22337,11577,20799,0.725733,5638
392,5813087532,post,IB,22338,11581,20799,0.48560187,5639
393,5813087532,post,IB,21328,12163,19740,0.965,5640
394,5813087532,post,SPS(R),17213,13552,24976,0.45595968,5641
395,5813087532,post,SPS(R),17214,13561,24997,0.48146915,5642
396,5813087532,post,IB,23879,12229,19623,0.315478,5643
397,5813087532,post,IB,21860,11714,20352,0.400604,5644
398,5813087532,post,IB,22792,11222,22136,0.561475,5645
399,5813087532,post,SPS(R),20448,10662,21702,0.647174,5646
400,5813087532,post,IB,23805,12155,19728,0.779703,5647
401,5813087532,post,SPS(R),20619,10635,21553,0.378395,5648
402,5813087532,post,IB,24189,12519,19313,0.944256,5649
403,5813087532,post,IB,22845,11171,22108,0.819728,5650
404,5813087532,post,SPS(R),17309,13559,25054,0.706813,5651
405,5813087532,post,SPS(R),17378,13232,25842,0.933109,5652
406,5813087532,post,SPS(R),19672,10575,22334,0.954797,5653
407,5813087532,post,IB,22994,10904,22100,0.593765,5654
408,5813087532,post,SPS(R),19940,10609,21725,0.45869535,5655
409,5813087532,post,IB,22967,10877,22218,0.553095,5656
410,5813087532,post,SPS(R),18582,10556,22608,0.4900371,5657
411,5813087532,post,IB,21351,10977,21056,0.498506,5658
412,5813087532,post,IB,21339,10997,21044,0.67281,5659
413,5813087532,post,SPS(R),16805,13382,25691,0.993394,5660
414,5813087532,post,SPS(R),16869,13317,25737,0.779,5661
415,5813087532,post,IB,23387,11340,23125,0.879582,5662
416,5813087532,post,SPS(R),16870,13316,25738,0.617525,5663
417,5813087532,post,SPS(R),17861,10636,22917,0.77,5664
418,5813087532,post,IB,23421,11351,23082,0.45956308,5665
419,5813087532,post,SPS(R),17802,12610,26872,0.917065,5666
420,5813087532,post,SPS(R),17568,13086,26715,0.974848,5667
421,5813087532,post,SPS(R),17569,13094,26713,0.954,5668
422,5813087532,post,SPS(R),17385,13559,25201,0.611341,5669
423,5813087532,post,IB,21423,10925,20940,0.875,5670
424,5813087532,post,SPS(R),19236,10477,22220,0.747401,5671
425,5813087532,post,SPS(R),19207,10533,22271,0.844368,5672
426,5813087532,post,IB,22327,11008,21411,0.834419,5673
427,5813087532,post,IB,19845,13320,18098,0.583013,5674
428,5813087532,post,IB,21434,12001,19631,0.995468,5675
429,5813087532,post,IB,21276,12134,19551,0.978412,5676
430,5813087532,post,SPS(R),24498,11680,24546,0.748971,5677
431,5813087532,post,SPS(R),24566,11405,24048,0.995346,5678
432,5813087532,post,SPS(R),24616,11726,24621,0.994111,5679
433,5813087532,post,SPS(R),24202,11876,24867,0.979547,5680
434,5813087532,post,IB,22173,11785,20404,0.834219,5681
435,5813087532,post,IB,22045,11751,20632,0.47938737,5682
436,5813087532,post,SPS(R),19127,10844,22239,0.975556,5683
437,5813087532,post,SPS(R),17528,13007,26713,0.378456,5684
438,5813087532,post,SPS(R),17483,12970,26664,0.4614637,5685
439,5813087532,post,SPS(R),19855,10712,21654,0.679808,5686
440,5813087532,post,SPS(R),20598,10619,21630,0.954428,5687
441,5813087532,post,SPS(R),20146,10313,21823,0.640371,5688
442,5813087532,post,IB,22166,11374,20833,0.919195,5689
443,5813087532,post,IB,22167,11372,20832,0.47240388,5690
444,5813087532,post,IB,22848,10941,21912,0.907547,5691
445,5813087532,post,SPS(R),20021,10952,21499,0.462869,5692
446,5813087532,post,SPS(R),19269,10572,22223,0.354045,5693
447,5813087532,post,SPS(R),20015,10915,21512,0.910763,5694
448,5813087532,post,SPS(R),17240,13775,24936,0.78225,5695
449,5813087532,post,IB,21363,10851,21055,0.887527,5696
450,5813087532,post,SPS(R),17243,13692,24988,0.4884114,5697
451,5813087532,post,SPS(R),19638,10475,22440,0.517224,5698
452,5813087532,post,IB,21783,11997,19665,0.874205,5699
453,5813087532,post,SPS(R),16581,10788,23782,0.4673,5700
454,5813087532,post,IB,22079,11493,20656,0.938288,5701
455,5813087532,post,SPS(R),16388,11202,24570,0.933639,5702
456,5813087532,post,IB,24967,11847,23285,0.677839,5703
457,5813087532,post,IB,24929,11827,23287,0.432081,5704
458,5813087532,post,IB,21535,11634,20241,0.45131272,5705
459,5813087532,post,IB,20259,13285,18154,0.82191,5706
460,5813087532,post,IB,21669,11606,20297,0.964,5707
461,5813087532,post,IB,22513,11538,20174,0.954701,5708
462,5813087532,post,IB,21750,13364,18546,0.66845,5709
463,5813087532,post,IB,21716,13380,18557,0.768763,5710
464,5813087532,post,IB,19565,13490,17969,0.774256,5711
465,5813087532,post,IB,19392,13479,17945,0.488722,5712
466,5813087532,post,IB,19479,13583,17844,0.47767752,5713
